a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
בית המשפט העליונ בישראל	בית המשפט העליון בישראל	בית המשפט העליונ הישראלי	בית המשפט העליון הישראלי	translated	1.0	SAME	בית המשפט העליון בישראל --[applied]--> אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין; בית המשפט העליון בישראל --[הכיר_ב]--> סעיף 43 לתקנות הגלות לאמנת האג; בית המשפט העליון הישראלי --[located_in]--> ישראל
הרצועה	הרצועה	רצועה	רצועה	translated	1.0	SAME	הפלסטינים --[residents_of]--> הרצועה; תוכנית אוטונומיה --[applies_to]--> הרצועה; ישראל --[controls]--> רצועה
ועדת המימ המשותפת	ועדת המים המשותפת	ועדת מימ משותפת	ועדת מים משותפת	translated	1.0	SAME	ועדת המים המשותפת --[manages]--> מערכות המים והביוב; ועדת המים המשותפת --[regulates_water_projects_for]--> הרשות הפלסטינית; ישראל --[controls]--> ועדת המים המשותפת; ישראל --[operates]--> ועדת המים המשותפת; ישראל --[שולטת_על]--> ועדת המים המשותפת; פלסטינים --[הגישו_פרויקטים_ל]--> ועדת המים המשותפת; פלסטינים --[מודרים_מ]--> ועדת המים המשותפת; ועדת מים משותפת --[established_by]--> הסכם הביניים; ועדת מים משותפת --[operates_in]--> גדה המערבית
ימ התיכונ	ים התיכון	הימ התיכונ	הים התיכון	translated	1.0	SAME	ערוץ נחל קדרון --[located_between]--> ים התיכון; רצועת עזה --[located_in]--> ים התיכון
כוחות הביטחונ הישראליימ	כוחות הביטחון הישראליים	זרועות הביטחונ הישראליימ	זרועות הביטחון הישראליים	translated	1.0	SAME	כוחות הביטחון הישראליים --[committed_violence_against]--> פלסטינים; כוחות הביטחון הישראליים --[detained]--> תושבי עזה; כוחות הביטחון הישראליים --[killed]--> 502 פלסטינים; כוחות הביטחון הישראליים --[killed]--> 506 פלסטינים; כוחות הביטחון הישראליים --[performing_arrests_in]--> הגדה המערבית; כוחות הביטחון הישראליים --[performing_arrests_in]--> ירושלים המזרחית
כלא הנגב	כלא הנגב	בית הכלא הנגב	בית הכלא הנגב	translated	1.0	SAME	תאמר קרמוט --[held_in]--> כלא הנגב; איברהים פודה --[held_in]--> כלא הנגב; איברהים פודה --[הוחזק_ב]--> כלא הנגב; בית הכלא הנגב --[operated_by]--> שב"ס
משפט ההומניטרי הבינלאומי	משפט ההומניטרי הבינלאומי	הדינ הבינלאומי ההומניטרי	הדין הבינלאומי ההומניטרי	translated	1.0	SAME	בנייה אזרחית בקרקע תפוסה --[מפירה]--> משפט ההומניטרי הבינלאומי
משפט ההומניטרי הבינלאומי	משפט ההומניטרי הבינלאומי	חוק ההומניטרי הבינלאומי	חוק ההומניטרי הבינלאומי	translated	1.0	SAME	בנייה אזרחית בקרקע תפוסה --[מפירה]--> משפט ההומניטרי הבינלאומי; ישראל --[bound_by]--> חוק ההומניטרי הבינלאומי
משפט ההומניטרי הבינלאומי	משפט ההומניטרי הבינלאומי	הדינ ההומניטארי הבינלאומי	הדין ההומניטארי הבינלאומי	translated	1.0	SAME	בנייה אזרחית בקרקע תפוסה --[מפירה]--> משפט ההומניטרי הבינלאומי
משרד ההתיישבות	משרד ההתיישבות	משרד להתיישבות	משרד להתיישבות	translated	1.0	SAME	אבי נעים --[leads]--> משרד ההתיישבות; משרד ההתיישבות --[granted_tractor_to]--> מתנחל חמוש; משרד ההתיישבות --[involved_in]--> השתלטות על קרקע; משרד ההתיישבות --[supports]--> השומר יו"ש; משרד ההתיישבות --[העביר_כספים_ב]--> 2021; משרד ההתיישבות --[העביר_כספים_ל]--> גדה המערבית; משרד ההתיישבות --[העביר_כספים_ל]--> המועצות האזוריות; צחי הנגבי --[leads]--> משרד ההתיישבות; הממשלה --[funds]--> משרד להתיישבות; משרד להתיישבות --[transfers_to]--> הרשויות המקומיות של ההתנחלויות
משרד ההתיישבות	משרד ההתיישבות	שר ההתיישבות	שר ההתיישבות	translated	1.0	DIFFERENT	
קדמה	קדמה	קדימה	קדימה	translated	1.0	DIFFERENT	
אל-מור'יר	אל-מור'יר	אל-מור"יר	אל-מור"יר	translated	1.0	SAME	אל-מור'יר --[affected_by]--> השתלטויות של מתנחלים; אל-מור'יר --[lost_access_to_land]--> עמיחי; יש דין --[filed_petition_for]--> אל-מור'יר
אלעזריה	אלעזריה	אל-עזריה	אל-עזריה	translated	1.0	DIFFERENT	
ארגונ מתנדבימ לזכויות אדמ	ארגון מתנדבים לזכויות אדם	דינ ארגונ מתנדבימ לזכויות אדמ	דין ארגון מתנדבים לזכויות אדם	translated	1.0	DIFFERENT	
גליל	גליל	הגליל	הגליל	translated	1.0	DIFFERENT	
החברה הערבית	החברה הערבית	חברה הערבית	חברה הערבית	translated	1.0	SAME	הממשלה --[מקדמת_הצעות_חוק_נגד]--> החברה הערבית; יוזמות חקיקה --[מבקשות_להשתיק]--> החברה הערבית; המתקפה על חופש הביטוי --[מתמקדת_ב]--> חברה הערבית
היועצת המשפטית לממשלה	היועצת המשפטית לממשלה	יועצת המשפטית לממשלה	יועצת המשפטית לממשלה	translated	1.0	DIFFERENT	
וועדת האו"מ נגד עינויימ	וועדת האו"ם נגד עינויים	וועדה נגד עינויימ של האו"מ	וועדה נגד עינויים של האו"ם	translated	1.0	SAME	הוועד נגד עינויים --[submitted_report]--> וועדת האו"ם נגד עינויים; הורים נגד מעצר ילדים --[submitted_report]--> וועדת האו"ם נגד עינויים; המוקד להגנת הפרט --[submitted_report]--> וועדת האו"ם נגד עינויים; עדאלה – המרכז המשפטי לזכויות המיעוט הערבי בישראל --[submitted_report]--> וועדת האו"ם נגד עינויים; רופאים לזכויות אדם ישראל --[submitted_report]--> וועדת האו"ם נגד עינויים; ארגוני זכויות אדם --[filed_report_to]--> וועדת האו"ם נגד עינויים; הוועד הציבורי נגד עינויים בישראל --[submitted_report_to]--> וועדת האו"ם נגד עינויים; הוועד נגד עינויים --[filed_petition_against]--> וועדת האו"ם נגד עינויים; DCIP --[submitted_report_to]--> וועדה נגד עינויים של האו"ם
זכויות אדמ	זכויות אדם	זכויות האדמ	זכויות האדם	translated	1.0	SAME	בצלם --[is_organization_focused_on]--> זכויות אדם; יש דין --[advocates_for]--> זכויות אדם; ממשלה --[פוגעת_ב]--> זכויות אדם; זכויות האדם --[affects]--> פלסטינים; מתנחלים ישראלים --[violate]--> זכויות האדם
מתיישבימ אידיאולוגיימ	מתיישבים אידיאולוגיים	המתיישבימ האידיאולוגיימ	המתיישבים האידיאולוגיים	translated	1.0	SAME	מתיישבים אידיאולוגיים --[חשים]--> איום פיזי; המתיישבים האידיאולוגיים --[believe]--> ארץ ישראל השלמה; המתיישבים האידיאולוגיים --[oppose]--> שתי מדינות; המתיישבים האידיאולוגיים --[תופס_כמאיים_יותר]--> האיום הפיזי
סיפוח	סיפוח	הסיפוח	הסיפוח	translated	1.0	DIFFERENT	
צו התפיסה	צו התפיסה	צו תפיסה	צו תפיסה	translated	1.0	DIFFERENT	
רועימ פלסטינימ	רועים פלסטינים	הרועימ הפלסטינימ	הרועים הפלסטינים	translated	1.0	SAME	גדרות --[prevents_access_to]--> רועים פלסטינים; מתנחל חמוש --[pursued]--> רועים פלסטינים; מתנחלים --[restrict_access]--> רועים פלסטינים; רועים פלסטינים --[רועים_ב]--> אדמות; הרועים הפלסטינים --[experienced_disruption_of]--> החיים הקהילתיים; ישראלים --[harmed]--> הרועים הפלסטינים
שב"כ	שב"כ	השב"כ	השב"כ	translated	1.0	SAME	שב"כ --[מנוע_מלהיפגש_עם]--> עורכי דין; דוד זיני --[appointed_head]--> השב"כ
שטחי a	שטחי A	שטח a	שטח A	translated	1.0	DIFFERENT	
אלעד	אלעד	אלע"ד	אלע"ד	translated	1.0	DIFFERENT	
ארגונ רופאימ ללא גבולות	ארגון רופאים ללא גבולות	רופאימ ללא גבולות	רופאים ללא גבולות	translated	1.0	SAME	ארגון רופאים ללא גבולות --[published_research_in]--> דצמבר 2024; ארגון רופאים ללא גבולות --[עקב_אחרי]--> בית החולים נאסר; רופאים ללא גבולות --[קבע]--> מצב חירום תמידי
ארגמנ	ארגמן	ארגמ"נ	ארגמ"ן	translated	1.0	DIFFERENT	
ארגמנ	ארגמן	ארגמינ	ארגמין	translated	1.0	DIFFERENT	
בתי החולימ	בתי החולים	בתי חולימ	בתי חולים	translated	1.0	SAME	כוחות הביטחון --[referred_detainees_to]--> בתי החולים; קברי אחים --[שוכנים_ב]--> בתי החולים; בתי חולים --[located_in]--> עזה; בתי חולים --[located_in]--> צפון רצועת עזה; בתי חולים --[located_in]--> רצועת עזה; ישראל --[direct_attacks_on]--> בתי חולים; ישראל --[תקפה]--> בתי חולים
בתי המשפט הצבאיימ	בתי המשפט הצבאיים	בתי משפט צבאיימ	בתי משפט צבאיים	translated	1.0	SAME	בתי המשפט הצבאיים --[located_in]--> הגדה המערבית; הפלסטינים --[נידונים_ב]--> בתי משפט צבאיים
דיר דבואנ	דיר דבואן	דיר דיבוואנ	דיר דיבוואן	translated	1.0	DIFFERENT	
הדינ הבינ-לאומי	הדין הבין-לאומי	המשפט הבינ-לאומי	המשפט הבין-לאומי	translated	1.0	SAME	ביזה --[violates]--> הדין הבין-לאומי; ישראל --[violates]--> הדין הבין-לאומי; שימוש של חיילים בפלסטינים כ"מגנים אנושיים" --[violates]--> הדין הבין-לאומי; שב"ס --[מפרה_בשיטתיות]--> המשפט הבין-לאומי
הדינ הבינ-לאומי	הדין הבין-לאומי	החוק הבינ-לאומי	החוק הבין-לאומי	translated	1.0	SAME	ישראל --[violates]--> הדין הבין-לאומי; ישראל --[violates]--> החוק הבין-לאומי; ישראל --[הפרה_של]--> החוק הבין-לאומי
הורימ נגד מעצר ילדימ	הורים נגד מעצר ילדים	הורימ נגד מעצרי ילדימ	הורים נגד מעצרי ילדים	translated	1.0	DIFFERENT	
החוק הבינלאומי	החוק הבינלאומי	החוק הבינ-לאומי	החוק הבין-לאומי	translated	1.0	SAME	ישראל --[violates]--> החוק הבין-לאומי; ישראל --[הפרה_של]--> החוק הבין-לאומי
החוק הירדני	החוק הירדני	חוק הירדני	חוק הירדני	translated	1.0	DIFFERENT	
החקלאות הישראלית	החקלאות הישראלית	חקלאות ישראלית	חקלאות ישראלית	translated	1.0	SAME	החקלאות הישראלית --[located_in]--> גדה המערבית; החקלאות הישראלית --[located_in]--> הגדה המערבית; חקלאות ישראלית --[located_in]--> גדה המערבית
המזרח התיכונ	המזרח התיכון	מזרח התיכונ	מזרח התיכון	translated	1.0	DIFFERENT	
חוק הישראלי	חוק הישראלי	החוק הישראלי	החוק הישראלי	translated	1.0	DIFFERENT	
כפרימ פלסטיניימ	כפרים פלסטיניים	כפרימ הפלסטינימ	כפרים הפלסטינים	translated	1.0	SAME	כפרים פלסטיניים --[located_in]--> גדה המערבית; גדודי הגנה מרחבית --[פעלו_ב]--> כפרים הפלסטינים
מאחזימ בלתי מורשימ	מאחזים בלתי מורשים	מאחזימ לא מורשימ	מאחזים לא מורשים	translated	1.0	SAME	מאחזים בלתי מורשים --[located_in]--> גדה המערבית; מאחזים לא מורשים --[located_in]--> גדה המערבית
